Id	Headline	Tag
5aa111c847de81a90120b844	Allies Sign Sweeping Pacific Trade Accord in a Challenge to Trump	TOP
5aa1143647de81a90120b853	The Worst People	TOP
5aa11437410cf7000162f3bf	The Myth of Eugene McCarthy	NONTOP
5aa117be47de81a90120b863	Unknown	NONTOP
5aa125c947de81a90120b89b	News Changes Fast, but Polls Keep Snapping Back Into Place 	NONTOP
5aa133dd410cf7000162f3dc	New Gimmicks, But the Galaxy S9 Mostly Plays It Safe	NONTOP
5aa1420447de81a90120b94d	Homes for Sale in Manhattan and Brooklyn	NONTOP
5aa1448047de81a90120b95e	Unknown	NONTOP
5aa1455047de81a90120b963	How We Identified Burned Villages in the Democratic Republic of Congo	NONTOP
5aa148f247de81a90120b974	Condos With Extras on the Side	NONTOP
5aa15a84410cf7000162f408	The Administration and Birth Control	TOP
5aa15f3e47de81a90120ba0a	The Natural Style Reaches Into Its Bubbly Past	NONTOP
5aa163dc410cf7000162f411	A Homecoming to the Lower East Side, 50 Years in the Making, Is Cut Short	NONTOP
5aa16c1647de81a90120ba4f	Teaching With: ‘Arctic Boyhood’	NONTOP
5aa16e29410cf7000162f41d	Reader Idea | How to Use Interesting Photos to Help Students Become Better Writers	NONTOP
5aa172a547de81a90120ba7d	Continuing a Spell Cast Decades Ago	NONTOP
5aa1759a410cf7000162f423	Trump Signs Tariffs, Defying Array of Allies	TOP
5aa18a3347de81a90120bb5a	Feud Over ICE Squeezes Employers in California	NONTOP
5aa1941647de81a90120bbcb	How Lies Spread Online	NONTOP
5aa1964447de81a90120bbf0	Unknown	TOP
5aa199b347de81a90120bc19	The U.S. Must Save the Rohingya	TOP
5aa19ab247de81a90120bc1f	How Russian Trolls Crept Into the Trump Campaign’s Facebook Messages	NONTOP
5aa1a22b47de81a90120bc86	Manhood, Growing Up in the 21st Century and Ideal Cities: Our Favorite Student Comments This Week	NONTOP
5aa1b27e47de81a90120bd64	Unknown	TOP
5aa1b32647de81a90120bd6d	Russia’s Biggest Problem in Syria: Assad, Its Ally	NONTOP
5aa1c07547de81a90120bdef	Empathy From a Pro	NONTOP
5aa1c09147de81a90120bdf1	Who’s Won  Trade Wars  In the Past	NONTOP
5aa1c0d447de81a90120bdf4	Are iPhones Bad for Kids?	NONTOP
5aa1c85447de81a90120be3d	Oh, What  A Trumpy  Trade War!	TOP
5aa1c8a847de81a90120be4b	Why Didn’t ‘Get Out’ Win Best Picture?	TOP
5aa1cf3647de81a90120be80	A Fresh Salvo In the Pursuit Of More Deals	NONTOP
5aa1d27247de81a90120be98	North Korea Asks for Direct Talks, And Trump Agrees	TOP
5aa1d51a47de81a90120beb1	Understanding Student Mobbists	TOP
5aa1de0547de81a90120bf07	The Case for ‘America First’ Economics	TOP
5aa1eb5a47de81a90120bf5d	Little Evidence Supports Trump’s Claims Against China on Tariffs and Trade	NONTOP
5aa1f53847de81a90120bf99	A Case of Psychiatrist, Shrink Thyself	NONTOP
5aa1f57c47de81a90120bfa0	Actress’s Lawsuit Opens Door to Further Trouble for the President	TOP
5aa1f70847de81a90120bfb1	One Hotel in Panama, but Two Competing Websites (and a Single Mention of Trump)	NONTOP
5aa1f8b547de81a90120bfbc	On the Tip of Your Tongue	NONTOP
5aa2144447de81a90120c054	Another Pledge by Trump to Do What Nobody Else Can	TOP
5aa23a3147de81a90120c147	Stephen Colbert Cracks North Korea Jokes on the Fly	NONTOP
5aa25b2b47de81a90120c1f8	Industrial Strength	NONTOP
5aa25b2e47de81a90120c1fc	The Corporate Soul	NONTOP
5aa25b3047de81a90120c205	A List of Survivors	NONTOP
5aa25b3247de81a90120c20e	Don’t Cook Friends	NONTOP
5aa25b3447de81a90120c212	A Quiet Exodus in White Evangelical Churches	TOP
5aa25b3447de81a90120c214	Unknown	TOP
5aa25b3947de81a90120c21a	Resurrecting the Intimacy of the Lens	NONTOP
5aa25b4547de81a90120c21c	It’s a Jungle in There	NONTOP
5aa265b547de81a90120c262	Trump’s world and the retreat of shame	TOP
5aa265b447de81a90120c261	The Stormy Daniels Scandal Gets Serious	TOP
5aa2693447de81a90120c284	Family Harmony of the Musical Kind	NONTOP
5aa2693a47de81a90120c287	Can I Catch the Same Cold Twice?	NONTOP
5aa2693c47de81a90120c28b	Unknown	NONTOP
5aa2774847de81a90120c342	Ship	NONTOP
5aa27d9d47de81a90120c36e	Who Do You Think Has Been ‘Overlooked’ By History?	NONTOP
5aa291d247de81a90120c411	Unknown	NONTOP
5aa2934047de81a90120c426	For a Medical Opinion, a Word From Our Sitcom	TOP
5aa2936947de81a90120c42a	Hudson Yards Developer Tells Tenants to Say ‘Aah’	NONTOP
5aa29b1d47de81a90120c47d	Economy, in Sweet Spot, Adds 313,000 Jobs. It May Get Sweeter. 	TOP
5aa2a17b47de81a90120c4c8	In the Trump Era, One ‘Enemy’ Isn’t Enough	NONTOP
5aa2a7f847de81a90120c523	Fitting Growing Kids Into Small Spaces	NONTOP
5aa2aef147de81a90120c56d	Snipers Shut Escape Hatch  For Civilians in Syrian Hell	NONTOP
5aa2b0dd47de81a90120c581	Threats, Pleas and a Golf Great: Nations’ Tactics for Tariff Relief	NONTOP
5aa2b14847de81a90120c58b	A Treat for Lemon Lovers and Beyond	NONTOP
5aa2cb6847de81a90120c6ba	The Staying Power Of a Salacious Story	TOP
5aa2ceac47de81a90120c6dc	Shepherd’s Pie, Straight From the Farm	NONTOP
5aa2d98e47de81a90120c74d	Citing ‘Multitude of Lies,’ Judge Sentences Shkreli to 7 Years in Fraud Case	TOP
5aa2dbd347de81a90120c767	Trump’s North Korea Gamble	NONTOP
5aa2e7cb47de81a90120c7c9	No Magic Pill Will Get You to 100	TOP
5aa2eced47de81a90120c7fa	‘Gunshine State’ Enacts Controls 	TOP
5aa2f61a47de81a90120c85f	Unknown	TOP
5aa32c1047de81a90120ca33	Who Were the Real Nationalists in Vietnam?	NONTOP
5aa3397c47de81a90120ca62	Trump  Really Wants  His Wingman	TOP
5aa33fdd47de81a90120ca67	In Praise Of Globalists	TOP
5aa34a3b47de81a90120ca8b	Unknown	NONTOP
5aa3acaa47de81a90120cb6b	Adoption Across Racial and Ethnic Lines: ‘These Relationships Are Always Going to Be in Flux’	NONTOP
5aa3acac47de81a90120cb6d	From Childhood Hobby to World-Class Collection	NONTOP
5aa3acb047de81a90120cb72	In Britain, Learning to Accept Risk, and the Occasional ‘Owie’	TOP
5aa3acb547de81a90120cb76	Targeting Rules ‘Written With Human Blood’	TOP
5aa3baba47de81a90120cba0	When It’s Him	NONTOP
5aa3babf47de81a90120cba2	The Man Who Knew Too Little	TOP
5aa3f2f947de81a90120cc48	Making Your Landlord See That Composting Is the Way to Go	NONTOP
5aa3fa9747de81a90120cc6e	Trump’s Negative Protection Racket (Wonkish)	TOP
5aa40f1547de81a90120cccc	Variety: Six of One, Half a Dozen of the Other	NONTOP
5aa426b147de81a90120cd22	 With Snap ‘Yes,’ Trump Rolls Dice On North Korea	TOP
5aa4319d47de81a90120cd4e	Angry? Go Vote.	TOP
5aa4324247de81a90120cd52	Italy Has Dumped America. For Russia.	TOP
5aa432b547de81a90120cd56	Can Kim Jong-un Trust Us?	NONTOP
5aa4370547de81a90120cd60	Women’s Money Problems	TOP
5aa43dbe47de81a90120cd88	The First Porn President	TOP
5aa4411047de81a90120cd94	She Wants More Than M.L.K. at Bedtime	TOP
5aa4442f47de81a90120cda4	The Northwest Passage That Might Have Been	NONTOP
5aa444d347de81a90120cdaa	A Reach Across Time to Find The Woman Behind the Bell Jar	NONTOP
5aa44a4947de81a90120cdc7	The Missing Obama Millions	TOP
5aa44ce247de81a90120cdd5	YouTube, the Great Radicalizer	NONTOP
5aa45fe147de81a90120ce03	About the Cover of “Overlooked”	NONTOP
5aa4637a47de81a90120ce0c	Unknown	NONTOP
5aa4f02047de81a90120cf8a	Unknown	NONTOP
5aa4f02047de81a90120cf87	Ohio Democrats Hone A Message of Populism To Win Back Workers	NONTOP
5aa50c3947de81a90120cfcc	Have You Seen ‘A Wrinkle in Time’? Let’s Talk.	NONTOP
5aa5528547de81a90120d0be	Social Justice Drives Fight for, and Against, Legal Marijuana in New Jersey	NONTOP
5aa56d9d47de81a90120d12a	Voters’ Choice: Their President Or Their Union	NONTOP
5aa5793147de81a90120d14b	Unknown	NONTOP
5aa5810747de81a90120d16a	Toward a new Zimbabwe	NONTOP
5aa5810f47de81a90120d16c	Tours of Nazi Camps  To Curb Creeping Hate	NONTOP
5aa5966847de81a90120d1bb	In Britain, Letters Call For ‘Punish a Muslim Day’	NONTOP
5aa5a00947de81a90120d1e3	Media Giant, in the Heartland	NONTOP
5aa5a6e447de81a90120d203	Fourth Car From the Back	NONTOP
5aa5a6e547de81a90120d204	Outsmarted by Odysseus	NONTOP
5aa5adf247de81a90120d251	Workers Get ‘Excitement,’ Shareholders Get the Cash	NONTOP
5aa5b56047de81a90120d286	The Mideast Plan Is Nearly Ready. Will Either Side Read It?	NONTOP
5aa5b84647de81a90120d2a2	The Dark Warning of an Early Spring	TOP
5aa5c0fd47de81a90120d2cd	Big Sugar  Versus  Your Body	TOP
5aa5ccab47de81a90120d30c	Melania Knew	TOP
5aa5cf3e47de81a90120d31a	Lawyers Wrangle as ‘60 Minutes’ Prepares to Air Porn Star Interview	TOP
5aa5d65b47de81a90120d341	Virginia Tops Bracket With Ironclad Defense	NONTOP
5aa5d95647de81a90120d358	Iran Deal Puts Trump in Bind For Kim Talks	NONTOP
5aa5e10547de81a90120d37f	‘The Walking Dead,’ Season 8, Episode 11 Recap: Test of Faith	NONTOP
5aa5f7ca47de81a90120d3bf	Saudis Held in Gilded Jail Paid Billions for Release	TOP
5aa609f147de81a90120d425	The O.J. Simpson Interview on Fox: Gripping, Gross or Both?	NONTOP
5aa6254347de81a90120d4ad	Fastest Drying in 2,000 Years Imperils Millions	NONTOP
5aa6257c47de81a90120d4af	Filling Out Your Bracket? 10 Myths to Discard	NONTOP
5aa6257d47de81a90120d4b0	Failing Bridge Divides a City Short on Hope	NONTOP
5aa6339647de81a90120d4ec	Contemplating Yoga Around the World	NONTOP
5aa63d9f47de81a90120d51c	An Extinguished Scandal Flares, Threatening Abe’s Electoral Future	NONTOP
5aa6419f47de81a90120d533	New Study Tilts the Debate Over Antidepressants	TOP
5aa641a047de81a90120d534	Four Years After Declaring War on Pollution, Record Progress	NONTOP
5aa641a447de81a90120d539	Shopping for Bookends	NONTOP
5aa641a347de81a90120d538	A Symphony of Sound	NONTOP
5aa6428647de81a90120d53b	What Do You Wish More People Understood About What It’s Like to Be a Student in 2018?	TOP
5aa642c147de81a90120d53d	What Do You Wish More People Knew About What It’s Like to Be a Teacher in 2018?	NONTOP
5aa6489e47de81a90120d55c	What’s Going On in This Picture? | March 12, 2018	TOP
5aa64c2547de81a90120d56f	Looking Up to Michelle Obama	TOP
5aa64c2647de81a90120d570	Back to School, at 64	TOP
5aa64c2647de81a90120d571	You Can’t Put Frederick Douglass in Chains	NONTOP
5aa64d5647de81a90120d57c	A Low-Key Swedish Island’s Shockingly Modern Architecture 	NONTOP
5aa64fa647de81a90120d58b	Teenagers Are Sexting — Now What?	NONTOP
5aa64fa647de81a90120d58c	Unknown	NONTOP
5aa64fab47de81a90120d58d	An Ounce of Science Versus a Ton of Cure	NONTOP
5aa6577747de81a90120d5de	Unknown	NONTOP
5aa679d647de81a90120d6e6	What the Heck Is That?: AUBADE	NONTOP
5aa67c6b47de81a90120d707	Unknown	NONTOP
5aa67e2747de81a90120d716	Recreating the Sistine Chapel	NONTOP
5aa6809747de81a90120d72d	Goldman Sachs Picks an Heir Who Mixes Banking and Beats	NONTOP
5aa685e247de81a90120d75d	A Fair Deal for Restaurant Servers	TOP
5aa6891347de81a90120d78f	No Immediate Push to Raise Minimum Age for Buying Assault Rifles, Trump Says	TOP
5aa6895647de81a90120d790	Crash Exposes Perils of Rides For Sightseers	TOP
5aa693b647de81a90120d81e	Hubert de Givenchy, Master of Romantic Elegance, Dies at 91	NONTOP
5aa6940e47de81a90120d824	Another Deadlock in Graft Trial; Judge Instructs Jurors to Continue	NONTOP
5aa695d447de81a90120d834	‘Here and Now’ Season 1, Episode 5: Commitment Issues	NONTOP
5aa6974c47de81a90120d858	Pineapple, a Spiky Outsider, Is Now a Regular at the Bar	NONTOP
5aa69a9347de81a90120d870	Stormy Daniels Offers to Return Payment to End Deal for Her Silence	TOP
5aa6a40847de81a90120d8e3	After a Volcano’s Ancient Supereruption, Humanity May Have Thrived	NONTOP
5aa6a5cc47de81a90120d8fb	From Dissonance to Unity, and Back Again	NONTOP
5aa6b55c47de81a90120d993	Britain Says Russia Is Likely to Blame for the Poisoning of an Ex-Spy	TOP
5aa6b6ae47de81a90120d9a0	The Spread of Filipino Cuisine	NONTOP
5aa6b87047de81a90120d9b6	Antismoking Activists Face Threats and Violence	NONTOP
5aa6c95947de81a90120da44	A Newly Discovered Difference Between Alligators and Crocodiles	NONTOP
5aa6d6c947de81a90120dab6	3 Package Explosions in a Texas City, 2 of Them Deadly, Appear to Be Linked	NONTOP
5aa6dab447de81a90120dae6	Marketers At Last Reckon With the Bots	NONTOP
5aa6dea847de81a90120db19	Trump Retreats From Promises On Gun Control	TOP
5aa6def347de81a90120db1b	Why Demonstrating Is Good for Kids	NONTOP
5aa6e0c747de81a90120db2d	Trump to Preview Parts For Wall on First Trip To Hostile California	NONTOP
5aa6ea6b47de81a90120db77	Met Opera Fires Levine Over Sex Abuse Findings	TOP
5aa6f6de47de81a90120dbe4	Election Spotlight: A Disappearing Seat In Pennsylvania	NONTOP
5aa6f84647de81a90120dbff	House G.O.P. Closes Inquiry Into Collusion	TOP
5aa6f86447de81a90120dc00	Bodega Breakfast	NONTOP
5aa7040a47de81a90120dc87	Springtime for Sycophants	TOP
5aa7044c47de81a90120dc8a	Trump Blocks Overseas Takeover of Qualcomm	NONTOP
5aa70c2c47de81a90120dcd3	‘I Will Ask Myself More Compassionate Questions’: Readers React to a Story About Homelessness	NONTOP
5aa70c9747de81a90120dcda	Good Leaders Make Good Schools	TOP
5aa70d3c47de81a90120dce4	Being a Mayor’s Wife Shouldn’t Be a Paying Job	NONTOP
5aa7113047de81a90120dd04	Mass Murder, Intimate Abuse	TOP
5aa7160047de81a90120dd1d	The Betsy DeVos Disaster	TOP
5aa72d2647de81a90120dd98	Deferment, in Black and White	NONTOP
5aa72f7847de81a90120ddb8	‘The Alienist’ Season 1, Episode 8: Home to Roost	NONTOP
5aa730a547de81a90120ddbc	Florida Island	NONTOP
5aa73b3647de81a90120dde3	Flying Taxis, Now Exiting Stealth Mode	NONTOP
5aa7737247de81a90120dedd	Was Your Laptop Stolen? All Is Not Necessarily Lost	NONTOP
5aa776f747de81a90120def1	March Madness	NONTOP
5aa7851247de81a90120df41	Neither Black Nor White in the Mississippi Delta	NONTOP
5aa7931847de81a90120df89	What Idea Do You Have That Is Ahead of Its Time?	NONTOP
5aa7931d47de81a90120df8e	The Needle’s Back. Maybe This Time, It Will Really Be Wrong.	NONTOP
5aa7931d47de81a90120df8d	Super Mario	NONTOP
5aa7931f47de81a90120df95	Near Noisy Oil Fields, Lovesick Birds Change Their Tunes	NONTOP
5aa7931e47de81a90120df93	A Story to Get Sober In	TOP
5aa7932047de81a90120df9c	Trump Points to Culprit in School Shootings, and It Isn’t Guns	TOP
5aa7932247de81a90120dfa0	Too Young to Protest?  10-Year-Olds Beg to Differ	NONTOP
5aa7932047de81a90120df9e	Bringing the Past Into the Present	NONTOP
5aa7932147de81a90120df9f	Trinidad’s Carnival and St. Lucia’s Lush Beauty	NONTOP
5aa7932347de81a90120dfa5	Grand Schemes	NONTOP
5aa7932347de81a90120dfa6	A teenager’s heart stops, and blood starts pouring out of her nose and mouth. What is going on?	NONTOP
5aa7932847de81a90120dfaa	Should Some Species Be Allowed to Die Out?	TOP
5aa7933a47de81a90120dfae	Green Living, Off the Grid and Luxurious	NONTOP
5aa797c547de81a90120dfc6	Stephen Colbert Asks Why Trump Is Scared of Stormy Daniels	NONTOP
5aa79a2247de81a90120dfd4	Storm Over Pennsylvania	NONTOP
5aa79cc547de81a90120dfe6	Japan Tries to Find Its Place In Brokering With North Korea	NONTOP
5aa79da647de81a90120dff0	I Served in Vietnam. Here’s My Soundtrack.	NONTOP
5aa79da547de81a90120dfef	Marco Rubio: To Fight China on Trade, We Need More Than Tariffs	TOP
5aa7a12647de81a90120e009	Unknown	NONTOP
5aa7a3ac47de81a90120e031	Unknown	NONTOP
5aa7af3647de81a90120e08a	Out of the Doghouse, Into the Bed	TOP
5aa7c88447de81a90120e13c	Palestinian Prime Minister’s Convoy Hits Blast in Gaza, Setting Off Blame Game	NONTOP
5aa7c9c147de81a90120e141	Unknown	TOP
5aa7cb1147de81a90120e14d	Unknown	NONTOP
5aa7e34547de81a90120e2ba	With James Levine Fired, Should We Rethink Maestro Worship?	NONTOP
5aa7e77347de81a90120e2fc	Bannon’s Deviant ‘Badge of Honor’	TOP
5aa7e8c747de81a90120e309	Why Pasta Is the Answer to Trump	TOP
5aa7e9ce47de81a90120e316	Jump-Starting the Aquavit Renaissance	NONTOP
5aa7f28347de81a90120e393	Aide Is Forced Out Over Security Issue,  Then Joins Trump’s Re-election Team	TOP
5aa7f86f47de81a90120e3d7	Casual Indian Restaurants Keep Up With the Times	NONTOP
5aa7facc47de81a90120e3e9	A Fire-Eating, Body-Bending Take on Mozart	NONTOP
5aa7fc7b47de81a90120e3f4	Why Is U.S. Health Care So Expensive? Some of the Reasons You’ve Heard Turn Out to Be Myths	NONTOP
5aa7fd2c47de81a90120e402	Ex-Aide to Cuomo Is Found Guilty	NONTOP
5aa8038047de81a90120e45d	Le Sacrilège!	NONTOP
5aa812df47de81a90120e474	‘He Grabbed Me’: Women Allege Sex Harassment by Star Architect  	TOP
5aa8140f47de81a90120e546	Our New Global Garden	TOP
5aa8197a47de81a90120e5ac	When the Bolshoi Had an Egyptian Accent	NONTOP
5aa81c2c47de81a90120e5ec	Florida Will Seek Death Penalty for the Suspect in the Parkland School Massacre	TOP
5aa81dba47de81a90120e61a	Where Does Mike Pompeo Stand on the Issues? Too Close to Trump	NONTOP
5aa8209f47de81a90120e658	The Real Problem With Video Games	NONTOP
5aa82dc947de81a90120e788	Trump’s Termites	NONTOP
5aa82e1547de81a90120e78f	Damien Hirst, Post-Truth	NONTOP
5aa8432d47de81a90120e934	A Cure for Nausea? Try Sniffing Alcohol	NONTOP
5aa849e447de81a90120e9c8	Tough to Get a Taxi	NONTOP
5aa84a3247de81a90120e9d1	A Plan to Save the State Department	TOP
5aa858ea47de81a90120eae5	Trump’s Right About China, To a Point	TOP
5aa85d7747de81a90120eb43	Pick for C.I.A. Chief Ran Secret Prison	TOP
5aa8639947de81a90120ebba	We Won’t Let the N.R.A. Win	TOP
5aa869d947de81a90120ec54	House Leader Retreats On Russian Election Role	NONTOP
5aa86a2547de81a90120ec56	Tillerson Ousted as Trump Silences Dissent in Cabinet	TOP
5aa880eb47de81a90120eda1	The Loneliness of the American Paralympics Reporter	NONTOP
5aa8822647de81a90120edaf	Awesome Sauce	NONTOP
5aa895f847de81a90120eeb7	House Race in Trump Territory Is Too Close to Call	TOP
5aa8a03847de81a90120ef63	Stephen Hawking, Explorer Of the Universe, Dies at 76	TOP
5aa8a8d547de81a90120f03a	Trump’s Tariffs Make Boeing a Potential Target in a Trade War	NONTOP
5aa8c55247de81a90120f1f6	Conor Lamb Roared. Republicans Should Quake.	TOP
5aa8c87547de81a90120f21f	‘A Wrinkle in Time’	NONTOP
5aa8d68547de81a90120f2fa	Teaching Activities for: ‘How Young Is Too Young for Protest? A National Gun-Violence Walkout Tests Schools’	NONTOP
5aa8d69047de81a90120f2fc	Pictures From The Times to Make You Face ‘Hard Truths’	NONTOP
5aa8e49847de81a90120f3cf	Unknown	NONTOP
5aa8e49a47de81a90120f3d0	U-God Wishes He Had Sold Legal Drugs	NONTOP
5aa8e49d47de81a90120f3d4	Candle Hour	NONTOP
5aa8e4a447de81a90120f3e4	The Cartographer of Sex	NONTOP
5aa8e4a147de81a90120f3de	Must I Warn Renters About Our Racist Neighbors?	NONTOP
5aa8e4a147de81a90120f3df	Why Attack on Ex-Spy  Adds to Image of Putin  As a Fearless Defender	NONTOP
5aa8e4a547de81a90120f3e7	Widening Gyre	NONTOP
5aa8e4a647de81a90120f3ea	The Biggest Refugee Camp Braces for Rain:  ‘This Is Going to Be a Catastrophe’	NONTOP
5aa8e4a547de81a90120f3e8	Thousands Walk Out of Class, Urging Action on Gun Control	TOP
5aa8e4a847de81a90120f3ec	A Survivor, and a ‘Better Man Now’	NONTOP
5aa8e4ae47de81a90120f3ef	Seeking Diversity? It’s Right Next Door	NONTOP
5aa8e5b147de81a90120f409	Jimmy Fallon Roasts Trump for Bragging That He Fired Tillerson ‘by Myself’	NONTOP
5aa8eb9d47de81a90120f462	When Trump Takes Charge	TOP
5aa8ef2547de81a90120f4a4	Gina Haspel’s Rise Is No Victory for Feminism	TOP
5aa8ef2547de81a90120f4a5	Germany’s National Anthem May Be Sexist. Is America’s Racist?	TOP
5aa8efe447de81a90120f4b3	Unknown	TOP
5aa8f2a647de81a90120f4d8	How Exercise Can Keep Aging Muscles and Immune Systems ‘Young’	TOP
5aa8f2a947de81a90120f4da	Unknown	NONTOP
5aa8f5c847de81a90120f516	Unknown	NONTOP
5aa9050947de81a90120f646	Unknown	TOP
5aa91cfe47de81a90120f83f	$2 Million Homes in Illinois, South Carolina and California	NONTOP
5aa91d9147de81a90120f851	Unknown	NONTOP
5aa91fae47de81a90120f87b	Knock Knock, Walmart’s at the Door	NONTOP
5aa923fd47de81a90120f8da	House Hunting in … Mexico	NONTOP
5aa92b4547de81a90120f985	Self-Promotion, From Head to Toe	NONTOP
5aa92fd147de81a90120f9de	Connecting to Hollywood, Cutting Cord at Home	NONTOP
5aa945ad47de81a90120fbdb	Whiz Kids Grow Up, for the Better	NONTOP
5aa9502b47de81a90120fca9	Unknown	NONTOP
5aa9529d47de81a90120fcc0	Dr. T. Berry Brazelton, Who Explored Children’s Mental Growth, Dies at 99	NONTOP
5aa9554847de81a90120fcdc	Deputy Chief Set to Retire From F.B.I. May Be Fired	TOP
5aa9578047de81a90120fd22	C.E.O. Who Promised Health in a Pinprick Is Charged With Fraud	TOP
5aa95df147de81a90120fd62	A Brief History  Of Hawking’s Times	NONTOP
5aa95e8147de81a90120fd6c	Democrat’s Win On Trump’s Turf Offers Road Map	TOP
5aa965cd47de81a90120fdec	President Picks TV Commentator as His Economic Adviser	TOP
5aa9706547de81a90120fe6a	‘Good for Him’: Readers React to the Most Ignorant Man in America	NONTOP
5aa9744647de81a90120fe7f	Beware of Devin Nunes’s Next Move	TOP
5aa977c847de81a90120fea0	Talking Politics With the Self-Styled Bernie Sanders of Quebec	NONTOP
5aa97fe547de81a90120fef7	Unknown	NONTOP
5aa981f747de81a90120ff12	Britain Expels 23 Russians. That’s the Easy Part.	TOP
5aa9833147de81a90120ff21	Unknown	NONTOP
5aa99b6447de81a90121004f	An Avocado for Later	NONTOP
5aa9a5af47de81a9012100a6	Dictators Love Trump, and He Loves Them	TOP
5aa9b2d447de81a901210108	Want to Dive Into the Trump Job Pool? Ask Me Anything	TOP
5aa9b53747de81a90121011f	State Grants Parole to Man Who Killed Officers in ’71	NONTOP
5aa9b55847de81a901210129	Lost in Glare of Trump, Candidates Themselves	NONTOP
5aa9b95247de81a901210145	Stephen Hawking, Force of Nature	NONTOP
5aa9b98347de81a901210148	Diplomatic Fireworks at U.N. Over Britain-Russia Feud	NONTOP
5aa9c0e247de81a901210167	ISIS Struck G.I.s Again in Niger, But U.S. Kept Quiet About Battle	NONTOP
5aa9cb0747de81a9012101a9	Overlooked No More: Alison Hargreaves, Who Conquered Everest Solo and Without Bottled Oxygen	NONTOP
5aa9d02647de81a9012101b3	No Visible Future for a Dying Breed	NONTOP
5aa9d3a647de81a9012101ba	Date That Provides a Hint	NONTOP
5aa9e8bd47de81a901210226	‘The Assassination of Gianni Versace’ Episode 8: Prince Andrew	NONTOP
5aa9efc647de81a901210248	Help! The ’80s Are Back	NONTOP
5aaa0be547de81a9012102c2	The Simple, Serendipitous Joy of Browser Extensions	NONTOP
5aaa0be647de81a9012102c4	Unknown	NONTOP
5aaa0c5d47de81a9012102c8	Do You Think It Is Important for Teenagers to Participate in Political Activism?	NONTOP
5aaa19f547de81a901210302	Tape	NONTOP
5aaa21ce47de81a901210327	Unknown	NONTOP
5aaa280547de81a90121035c	Unknown	NONTOP
5aaa361547de81a9012103cd	How to Go Ice Fishing	NONTOP
5aaa361547de81a9012103cc	‘Soon Dawn appeared and touched the sky with roses.’	NONTOP
5aaa361847de81a9012103cf	Disabled Workers Offer Labor Clues	NONTOP
5aaa361d47de81a9012103da	The Tours Will End, Not the Protests	TOP
5aaa362047de81a9012103e2	36 Hours in Oaxaca 	NONTOP
5aaa361c47de81a9012103d5	How Hackers Lit a Fuse	NONTOP
5aaa361e47de81a9012103dc	Unknown	NONTOP
5aaa375647de81a9012103f3	Samantha Bee Celebrates Conor Lamb’s Win in Pennsylvania	NONTOP
5aaa3d1e47de81a90121041d	Robert Mueller Is Not a Superhero	NONTOP
5aaa40a647de81a901210446	One Thing Donald Trump Would Like Is Freedom From the Press	TOP
5aaa40a547de81a901210444	Justice Scalia’s Fading Legacy	TOP
5aaa40a747de81a901210447	Mike Pompeo Is Good for Diplomacy	TOP
5aaa410347de81a901210453	In Vietnam, Turning a Camera on the War	NONTOP
5aaa442547de81a901210469	Unknown	NONTOP
5aaa442547de81a901210468	How I Finally Kicked My O.C.D.	NONTOP
5aaa442b47de81a901210470	Unknown	NONTOP
5aaa5f3e47de81a90121057b	5 More Reasons For a Copter Ban	NONTOP
5aaa6c2d47de81a901210605	What Happened in the NCAA Tournament First Round	NONTOP
5aaa6e7147de81a90121062d	Unknown	NONTOP
5aaa6e7047de81a90121062b	Homes for Sale in Manhattan and Brooklyn	NONTOP
5aaa6ea147de81a901210634	Unknown	NONTOP
5aaa756047de81a901210695	State Property Taxes, High and Low	NONTOP
5aaa836747de81a90121074b	New Sanctions  Put on Moscow  Over 2016 Vote	TOP
5aaa880847de81a901210786	Giant Tortillas Give an Ex-Bodega a Lift	NONTOP
5aaa8a7847de81a9012107a6	New York’s Efforts to Help Homeless Students Are Failing, Reports Say	NONTOP
5aaa914847de81a9012107ff	Paul Krugman Explains Trade and Tariffs	TOP
5aaa93b447de81a90121082c	Pregnancy: Getting a Boost From Formula	NONTOP
5aaa9b1c47de81a90121089a	Celebrating Black Southern Food	NONTOP
5aaaa05f47de81a9012108e8	Trump Says He Made Up Deficit Claim in Talk with Trudeau, Baffling Canadians	NONTOP
5aaaa7b747de81a901210952	Video Shows Deputy Take Cover Outside School as Shots Rang Out Inside 	TOP
5aaaaa5547de81a90121096d	Mesmerizing Thai Boat Noodles in a Melbourne Parking Garage	NONTOP
5aaaabd947de81a90121098a	Trump Repeats False Claim About Trade With Canada	TOP
5aaab00747de81a9012109c8	An Algonquin Chef Fights to Restore Indigenous Cuisine	NONTOP
5aaab15b47de81a9012109d7	Mueller Demands Trump’s Company Surrender Files	TOP
5aaab3e047de81a901210a07	De Blasios Rising: First Lady’s Visibility Hints at a Political Brand	NONTOP
5aaac2a247de81a901210ad9	Babushkas For Putin	NONTOP
5aaac57747de81a901210aff	Bridge Falls on Bustling Street: ‘I Don’t Know What Is Underneath’	TOP
5aaac6ba47de81a901210b11	Wuilly Arteaga: Fighting Venezuela’s Repression With My Violin	NONTOP
5aaac6df47de81a901210b15	Grant Wood at the Whitney Both Thrills and Disappoints	NONTOP
5aaac81947de81a901210b39	Experimenting With Sound and Story: Teaching and Learning With ‘The Daily’ Podcast	NONTOP
